Customer.ID,Customer.Name,Order.Date,Order.ID,Sales
AY-105554,Andy Yotov,2011-04-06,CA-2011-102652,55
AY-105554,Andy Yotov,2011-04-06,CA-2011-102652,19
AH-100304,Aaron Hawkins,2011-05-13,CA-2011-113768,8
VF-217154,Vicky Freymann,2011-07-25,CA-2011-146528,6
JM-152654,Janet Molinari,2011-08-25,CA-2011-104178,26
GG-146504,Greg Guthrie,2011-10-31,CA-2011-106439,65
PL-189254,Paul Lucas,2011-11-01,CA-2011-168305,21
MA-175604,Matt Abelman,2011-11-11,CA-2011-140732,124
MC-181304,Mike Caudle,2012-03-19,CA-2012-163104,12
AM-103604,Alice McCarthy,2012-03-23,US-2012-107944,193
BP-110954,Bart Pistole,2012-03-23,CA-2012-138219,33
DE-132554,Deanra Eno,2012-04-18,CA-2012-142601,62
AJ-107804,Anthony Jacobs,2012-05-18,CA-2012-165554,11
CG-120404,Catherine Glotzbach,2012-06-01,CA-2012-161242,12
MO-178004,Meg O'Connel,2012-09-17,CA-2012-133025,32
RW-195404,Rick Wilson,2012-09-19,CA-2012-132815,23
YC-218954,Yoseph Carroll,2012-11-12,CA-2012-153220,16
SN-207104,Steve Nguyen,2012-11-27,CA-2012-125234,114
DB-129703,Darren Budd,2012-12-14,CA-2012-141593,6
SM-203204,Sean Miller,2012-12-25,CA-2012-144890,10
SC-200504,Sample Company A,2013-01-31,CA-2013-129238,57
SM-209504,Suzanne McNair,2013-02-01,CA-2013-154067,106
RD-198104,Ross DeVincentis,2013-02-13,CA-2013-112942,147
KF-162854,Karen Ferguson,2013-03-11,CA-2013-159016,15
RS-194204,Ricardo Sperren,2013-05-10,US-2013-159093,32
NL-183104,Nancy Lomonaco,2013-05-31,CA-2013-147473,39
RB-197954,Ross Baird,2013-06-07,US-2013-155971,100
AH-100754,Adam Hart,2013-06-27,CA-2013-144015,12
SC-202304,Scot Coram,2013-08-22,US-2013-126452,48
SC-202304,Scot Coram,2013-08-22,US-2013-126452,13
JS-156854,Jim Sink,2013-09-18,CA-2013-109806,6
LA-167804,Laura Armstrong,2013-09-25,CA-2013-155187,42
CW-119054,Carl Weiss,2013-11-05,CA-2013-119018,39
TH-212354,Tiffany House,2013-11-22,CA-2013-152646,32
AP-107204,Anne Pryor,2013-12-07,US-2013-103674,13
HG-149654,Henry Goldwyn,2013-12-19,CA-2013-145919,39
GK-146204,Grace Kelly,2013-12-26,US-2013-116729,45
BT-115304,Bradley Talbott,2014-02-27,CA-2014-117212,224
BT-115304,Bradley Talbott,2014-02-27,CA-2014-117212,23
NS-186404,Noel Staavos,2014-04-16,CA-2014-134635,79
SM-209504,Suzanne McNair,2014-05-31,CA-2014-120614,38
SS-201404,Saphhira Shifley,2014-06-04,CA-2014-145772,12
RS-197654,Roland Schwarz,2014-10-16,CA-2014-113670,205
AM-103604,Alice McCarthy,2014-12-03,CA-2014-109701,11
CS-122504,Chris Selesnick,2014-12-05,CA-2014-153227,12
RB-194654,Rick Bensley,2014-12-17,CA-2014-161578,13
FH-142754,Frank Hawley,2011-04-06,CA-2011-153808,71
JL-158354,John Lee,2011-04-18,CA-2011-110849,11
JL-158354,John Lee,2011-04-18,CA-2011-110849,13
MH-172904,Marc Harrigan,2011-04-26,CA-2011-116785,21
SN-207104,Steve Nguyen,2011-05-06,US-2011-154879,108
BH-117104,Brosina Hoffman,2011-06-09,CA-2011-115812,7
FM-142154,Filia McAdams,2011-06-13,CA-2011-114643,15
AR-108254,Anthony Rawles,2011-06-30,CA-2011-109218,32
AB-102554,Alejandro Ballentine,2011-07-22,CA-2011-122679,20
GG-146504,Greg Guthrie,2011-10-31,CA-2011-106439,12
TC-215354,Tracy Collins,2011-11-03,CA-2011-153619,7
AP-109154,Arthur Prichep,2011-11-11,CA-2011-105270,30
RB-194354,Richard Bierner,2011-11-25,US-2011-144078,7
RL-196154,Rob Lucas,2011-12-05,CA-2011-133830,26
FP-143204,Frank Preis,2011-12-07,CA-2011-138737,9
MC-178454,Michael Chen,2011-12-20,CA-2011-156594,47
MC-178454,Michael Chen,2011-12-20,CA-2011-156594,4
AZ-107504,Annie Zypern,2012-04-22,CA-2012-151253,64
AB-101654,Alan Barnes,2012-06-25,CA-2012-115945,21
PC-190004,Pauline Chand,2012-08-01,CA-2012-153388,7
GB-145304,George Bell,2012-09-18,CA-2012-167745,12
SN-205604,Skye Norling,2012-11-20,CA-2012-144652,19
DP-130004,Darren Powers,2012-11-24,CA-2012-105347,15
FC-142454,Frank Carlisle,2012-12-10,CA-2012-115693,56
PG-188954,Paul Gonzalez,2012-12-17,CA-2012-134117,205
PG-188954,Paul Gonzalez,2012-12-17,CA-2012-134117,16
HG-149654,Henry Goldwyn,2013-01-28,CA-2013-146437,40
JO-152804,Jas O'Carroll,2013-04-20,US-2013-115819,5
JO-152804,Jas O'Carroll,2013-04-20,US-2013-115819,73
PW-190304,Pauline Webber,2013-08-23,CA-2013-140256,6
TS-214304,Tom Stivers,2013-08-27,US-2013-100405,8
LR-169154,Lena Radford,2013-09-03,CA-2013-126732,19
JS-156854,Jim Sink,2013-09-18,CA-2013-109806,20
CS-119504,Carlos Soltero,2013-10-22,CA-2013-161746,12
AI-108554,Arianne Irving,2013-11-11,CA-2013-158694,15
TB-212504,Tim Brockman,2013-11-15,US-2013-112970,10
MS-173654,Maribeth Schnelling,2013-11-27,CA-2013-107104,37
FH-143654,Fred Hopkins,2013-12-02,CA-2013-104689,23
AP-107204,Anne Pryor,2013-12-07,US-2013-103674,19
MC-181304,Mike Caudle,2013-12-27,CA-2013-129868,54
TT-214604,Tonja Turnell,2014-01-16,CA-2014-160934,21
ED-138854,Emily Ducich,2014-02-20,CA-2014-134838,13
SP-208604,Sung Pak,2014-03-05,CA-2014-110478,9
BP-110504,Barry Pond,2014-03-19,CA-2014-143084,14
TB-214004,Tom Boeckenhauer,2014-03-31,US-2014-120117,6
AP-109154,Arthur Prichep,2014-04-28,CA-2014-168228,47
AP-109154,Arthur Prichep,2014-04-28,CA-2014-168228,124
AP-109154,Arthur Prichep,2014-04-28,CA-2014-168228,12
EA-140354,Erin Ashbrook,2014-05-01,CA-2014-154501,10
DD-135704,Dorothy Dickinson,2014-05-03,CA-2014-147844,60
RL-196154,Rob Lucas,2014-05-23,US-2014-151127,50
BW-112004,Ben Wallace,2014-06-11,CA-2014-143343,16
SC-208004,Stuart Calhoun,2014-06-16,CA-2014-135167,4
WB-218504,William Brown,2014-06-30,CA-2014-138149,12
LC-170504,Liz Carlisle,2014-09-10,CA-2014-137498,7
DP-131054,Dave Poirier,2014-09-20,CA-2014-102974,23
DP-131054,Dave Poirier,2014-09-20,CA-2014-102974,17
SC-205754,Sonia Cooley,2014-09-30,US-2014-141509,99
RW-196904,Robert Waldorf,2014-10-13,CA-2014-112431,6
ZC-219104,Zuschuss Carroll,2014-11-07,CA-2014-100013,6
JE-157154,Joe Elijah,2014-11-15,CA-2014-124261,34
AM-103604,Alice McCarthy,2014-12-03,CA-2014-109701,10
AT-104354,Alyssa Tate,2014-12-10,CA-2014-102407,11
EP-139154,Emily Phan,2014-12-19,CA-2014-102099,7
BN-115154,Bradley Nguyen,2014-12-22,CA-2014-163405,6
BN-115154,Bradley Nguyen,2014-12-22,CA-2014-163405,7
PO-188654,Patrick O'Donnell,2011-03-23,CA-2011-120838,330
PS-189704,Paul Stevenson,2011-04-15,US-2011-120740,107
VF-217154,Vicky Freymann,2011-07-25,CA-2011-146528,16
BB-109904,Barry Blumstein,2011-07-27,CA-2011-169642,276
TS-213704,Todd Sumrall,2011-10-28,CA-2011-101931,141
TS-213704,Todd Sumrall,2011-10-28,CA-2011-101931,481
TS-213704,Todd Sumrall,2011-10-28,CA-2011-101931,6
MA-175604,Matt Abelman,2011-11-11,CA-2011-140732,8
SS-204104,Shahid Shariari,2011-11-15,CA-2011-127558,20
JD-161504,Justin Deggeller,2011-11-16,CA-2011-119144,345
SC-200954,Sanjit Chand,2011-11-23,US-2011-157385,22
JB-159254,Joni Blumstein,2011-12-05,CA-2011-150203,250
RS-197654,Roland Schwarz,2011-12-06,CA-2011-106726,1261
BP-110954,Bart Pistole,2011-12-19,CA-2011-162992,23
BP-110954,Bart Pistole,2011-12-19,CA-2011-162992,15
AT-104354,Alyssa Tate,2011-12-27,CA-2011-120243,12
JM-161954,Justin MacKendrick,2012-02-15,CA-2012-116092,541
DE-132554,Deanra Eno,2012-04-18,CA-2012-142601,947
CD-127904,Cynthia Delaney,2012-09-21,CA-2012-149972,8
MM-182804,Muhammed MacIntyre,2012-09-22,CA-2012-168760,61
CS-124004,Christopher Schild,2012-10-02,US-2012-119312,270
CM-121904,Charlotte Melton,2012-10-17,CA-2012-152527,78
NG-184304,Nathan Gelder,2012-11-22,CA-2012-137708,34
HM-148604,Harry Marie,2012-12-04,CA-2012-118871,271
KD-162704,Karen Daniels,2012-12-12,CA-2012-110870,26
MC-175754,Matt Collins,2012-12-13,CA-2012-125423,10
LR-169154,Lena Radford,2013-01-03,CA-2013-125206,114
MC-176354,Matthew Clasen,2013-02-21,CA-2013-139010,449
CC-122204,Chris Cortes,2013-03-29,CA-2013-131380,88
SC-200954,Sanjit Chand,2013-05-17,CA-2013-130638,28
DV-130454,Darrin Van Huff,2013-06-13,CA-2013-138688,15
MV-181904,Mike Vittorini,2013-06-18,CA-2013-123512,23
AH-100754,Adam Hart,2013-06-27,CA-2013-144015,18
AH-100754,Adam Hart,2013-06-27,CA-2013-144015,232
GT-147554,Guy Thornton,2013-07-04,CA-2013-130029,4
LB-167354,Larry Blacks,2013-07-26,CA-2013-111115,21
LA-167804,Laura Armstrong,2013-09-25,CA-2013-155187,42
PF-192254,Phillip Flathmann,2013-11-04,CA-2013-114972,1101
PF-192254,Phillip Flathmann,2013-11-04,CA-2013-114972,88
EM-140954,Eudokia Martin,2013-11-08,CA-2013-161669,15
EM-140954,Eudokia Martin,2013-11-08,CA-2013-161669,11
AI-108554,Arianne Irving,2013-11-11,CA-2013-158694,130
AI-108554,Arianne Irving,2013-11-11,CA-2013-158694,721
JP-161354,Julie Prescott,2013-12-31,US-2013-111528,481
CV-128054,Cynthia Voltz,2014-02-19,CA-2014-164707,10
BT-115304,Bradley Talbott,2014-02-27,CA-2014-117212,82
JK-153254,Jason Klamczynski,2014-03-19,CA-2014-122007,91
SC-207254,Steven Cartwright,2014-03-22,CA-2014-108539,726
DB-129703,Darren Budd,2014-05-04,CA-2014-132178,763
DB-129703,Darren Budd,2014-05-04,CA-2014-132178,70
MT-180704,Michelle Tran,2014-06-11,CA-2014-140963,30
ZD-219254,Zuschuss Donatelli,2014-06-12,CA-2014-141481,61
WB-218504,William Brown,2014-06-30,CA-2014-138149,131
GA-145154,George Ashbrook,2014-08-04,US-2014-143175,100
MH-172904,Marc Harrigan,2014-09-03,CA-2014-169327,43
JB-160004,Joy Bell-,2014-09-15,US-2014-157224,57
BM-115754,Brendan Murry,2014-09-22,CA-2014-165155,16
AM-103604,Alice McCarthy,2014-12-03,CA-2014-109701,79
AT-104354,Alyssa Tate,2014-12-10,CA-2014-102407,189
RB-194654,Rick Bensley,2014-12-17,CA-2014-161578,159
JL-158354,John Lee,2011-04-18,CA-2011-110849,12
MH-172904,Marc Harrigan,2011-04-26,CA-2011-116785,13
GH-144104,Gary Hansen,2011-07-09,CA-2011-114125,3
GH-144104,Gary Hansen,2011-07-09,CA-2011-114125,24
BF-111704,Ben Ferrer,2011-07-12,CA-2011-110184,250
JM-152654,Janet Molinari,2011-08-25,CA-2011-104178,49
AP-109154,Arthur Prichep,2011-09-29,CA-2011-146969,9
AP-109154,Arthur Prichep,2011-09-29,CA-2011-146969,62
GG-146504,Greg Guthrie,2011-10-31,CA-2011-106439,11
GG-146504,Greg Guthrie,2011-10-31,CA-2011-106439,80
GG-146504,Greg Guthrie,2011-10-31,CA-2011-106439,406
RD-195854,Rob Dowd,2012-02-16,CA-2012-121776,88
BT-113954,Bill Tyler,2012-04-13,US-2012-120502,76
LS-169454,Linda Southworth,2012-04-25,CA-2012-115420,21
HG-150254,Hunter Glantz,2012-05-14,CA-2012-165162,1118
SB-201854,Sarah Brown,2012-05-22,CA-2012-149846,8
SB-201854,Sarah Brown,2012-05-22,CA-2012-149846,105
CC-121454,Charles Crestani,2012-09-10,CA-2012-132906,52
AM-107054,Anne McFarland,2012-09-25,CA-2012-100573,17
YS-218804,Yana Sorensen,2012-12-08,CA-2012-129532,222
AG-109004,Arthur Gainer,2012-12-27,CA-2012-148376,107
AG-109004,Arthur Gainer,2012-12-27,CA-2012-148376,22
LC-171404,Logan Currie,2013-04-09,CA-2013-130477,65
AH-106904,Anna Häberlin,2013-05-20,CA-2013-138282,88
CL-125654,Clay Ludtke,2013-05-29,CA-2013-134803,262
BD-113204,Bill Donatelli,2013-08-16,CA-2013-167241,18
JH-159104,Jonathan Howell,2013-10-29,CA-2013-130162,93
TC-215354,Tracy Collins,2013-11-19,CA-2013-166226,68
HG-149654,Henry Goldwyn,2013-12-19,CA-2013-145919,579
SB-201704,Sarah Bern,2014-02-10,CA-2014-145807,355
KD-166154,Ken Dana,2014-03-17,CA-2014-129294,141
KD-166154,Ken Dana,2014-03-17,CA-2014-129294,310
HG-149654,Henry Goldwyn,2014-04-01,US-2014-160143,30
KN-163904,Katherine Nockton,2014-07-12,CA-2014-164959,9
RA-192854,Ralph Arnett,2014-09-05,CA-2014-141929,218
KD-164954,Keith Dawkins,2014-09-10,CA-2014-100825,100
PV-189854,Paul Van Hugh,2014-10-03,CA-2014-105914,1575
KE-164204,Katrina Edelman,2011-04-03,CA-2011-112291,11
SN-207104,Steve Nguyen,2011-05-06,US-2011-154879,6
BH-117104,Brosina Hoffman,2011-06-09,CA-2011-115812,115
MA-179954,Michelle Arnett,2011-09-20,CA-2011-133704,44
PL-189254,Paul Lucas,2011-11-01,CA-2011-168305,44
RL-196154,Rob Lucas,2011-12-05,CA-2011-133830,15
JC-161054,Julie Creighton,2011-12-24,US-2011-167738,143
BF-111704,Ben Ferrer,2011-12-24,US-2011-138247,362
BF-111704,Ben Ferrer,2011-12-24,US-2011-138247,20
AB-106004,Ann Blume,2012-02-18,CA-2012-111234,9
LH-171554,Logan Haushalter,2012-06-19,CA-2012-121965,187
AB-101654,Alan Barnes,2012-06-25,CA-2012-115945,304
TT-212654,Tim Taslimi,2012-08-15,CA-2012-162369,323
NL-183104,Nancy Lomonaco,2012-08-25,US-2012-139759,106
CB-120254,Cassandra Brandow,2012-08-28,CA-2012-121188,729
CB-120254,Cassandra Brandow,2012-08-28,CA-2012-121188,892
GB-145304,George Bell,2012-09-18,CA-2012-167745,17
SC-204404,Shaun Chance,2012-09-24,CA-2012-103835,1158
RP-198554,Roy Phan,2012-09-28,CA-2012-129546,186
RP-198554,Roy Phan,2012-09-28,CA-2012-129546,47
RM-196754,Robert Marley,2012-10-19,CA-2012-160171,1641
TS-213404,Toby Swindell,2012-11-24,CA-2012-153416,455
GB-145304,George Bell,2012-12-05,CA-2012-149566,13
KT-164654,Kean Takahito,2012-12-24,CA-2012-158456,46
CL-125654,Clay Ludtke,2012-12-30,CA-2012-135580,271
CL-125654,Clay Ludtke,2012-12-30,CA-2012-135580,75
JB-154004,Jennifer Braxton,2013-02-04,CA-2013-101189,93
TZ-215804,Tracy Zic,2013-02-22,US-2013-143280,11
BF-110054,Barry Franz,2013-05-06,CA-2013-137729,6
RB-197954,Ross Baird,2013-06-07,US-2013-155971,22
OT-187304,Olvera Toch,2013-06-11,CA-2013-113243,21
AS-102404,Alan Shonely,2013-06-26,CA-2013-118913,61
RA-198854,Ruben Ausman,2013-07-18,CA-2013-101343,78
KM-166604,Khloe Miller,2013-07-29,CA-2013-140046,19
CA-120554,Cathy Armstrong,2013-08-09,CA-2013-107328,488
LR-169154,Lena Radford,2013-09-03,CA-2013-126732,24
EH-137654,Edward Hooks,2013-09-25,CA-2013-100944,305
CS-119504,Carlos Soltero,2013-10-22,CA-2013-161746,341
JD-158954,Jonathan Doherty,2013-11-01,CA-2013-144218,1085
XP-218654,Xylona Preis,2013-11-04,CA-2013-109365,43
XP-218654,Xylona Preis,2013-11-04,CA-2013-109365,15
MC-176054,Matt Connell,2013-11-21,CA-2013-145492,39
MS-173654,Maribeth Schnelling,2013-11-27,CA-2013-107104,65
GM-144404,Gary McGarr,2013-12-04,CA-2013-161025,773
AP-107204,Anne Pryor,2013-12-07,US-2013-103674,14
MC-181304,Mike Caudle,2013-12-27,CA-2013-129868,8
MC-181304,Mike Caudle,2013-12-27,CA-2013-129868,18
JL-158354,John Lee,2014-02-03,CA-2014-161333,47
JL-158354,John Lee,2014-02-03,CA-2014-161333,139
SP-208604,Sung Pak,2014-03-05,CA-2014-110478,15
BP-110504,Barry Pond,2014-03-19,CA-2014-143084,19
GZ-145454,George Zrebassa,2014-03-20,CA-2014-140515,381
PS-187604,Pamela Stobb,2014-04-18,CA-2014-128965,11
PS-187604,Pamela Stobb,2014-04-18,CA-2014-128965,23
PS-187604,Pamela Stobb,2014-04-18,CA-2014-128965,7
RD-195854,Rob Dowd,2014-07-04,CA-2014-139437,88
AT-107354,Annie Thurman,2014-07-08,CA-2014-106824,6
KB-162404,Karen Bern,2014-07-12,CA-2014-162012,168
TH-212354,Tiffany House,2014-09-05,CA-2014-117261,54
CS-125054,Cindy Stewart,2014-11-03,US-2014-115609,168
ZC-219104,Zuschuss Carroll,2014-11-07,CA-2014-100013,15
GA-147254,Guy Armstrong,2014-11-12,CA-2014-110842,11
MC-181004,Mick Crebagga,2014-11-20,CA-2014-126242,305
FH-143654,Fred Hopkins,2014-12-26,CA-2014-121398,271
BD-116054,Brian Dahlen,2011-01-14,CA-2011-157147,20
BD-116054,Brian Dahlen,2011-01-14,CA-2011-157147,1326
CA-122654,Christina Anderson,2011-03-25,CA-2011-128237,25
CA-122654,Christina Anderson,2011-03-25,CA-2011-128237,15
CA-122654,Christina Anderson,2011-03-25,CA-2011-128237,7
DK-128354,Damala Kotsonis,2011-03-26,CA-2011-141838,3
AA-103154,Alex Avila,2011-03-31,CA-2011-128055,53
PK-189104,Paul Knutson,2011-04-04,CA-2011-105172,19
CM-124454,Chuck Magee,2011-06-09,CA-2011-133851,23
CM-124454,Chuck Magee,2011-06-09,CA-2011-133851,7
DS-130304,Darrin Sayre,2011-07-09,CA-2011-113271,6
ME-180104,Michelle Ellison,2011-07-21,CA-2011-116932,99
NP-183254,Naresj Patel,2011-07-22,CA-2011-117464,12
NP-183254,Naresj Patel,2011-07-22,CA-2011-117464,237
NC-185354,Nick Crebassa,2011-07-23,CA-2011-145254,41
KL-166454,Ken Lonsdale,2011-07-25,CA-2011-143917,54
KL-166454,Ken Lonsdale,2011-07-25,CA-2011-143917,8188
SS-205904,Sonia Sunley,2011-08-05,CA-2011-150490,46
SS-205904,Sonia Sunley,2011-08-05,CA-2011-150490,16
BD-116054,Brian Dahlen,2011-08-15,US-2011-164406,153
ZD-219254,Zuschuss Donatelli,2011-08-27,CA-2011-143336,9
VP-217604,Victoria Pisteka,2011-09-06,CA-2011-130449,58
DP-133904,Dennis Pardue,2011-09-08,CA-2011-168592,57
DP-133904,Dennis Pardue,2011-09-08,CA-2011-168592,4
DP-133904,Dennis Pardue,2011-09-08,CA-2011-168592,15
JK-156404,Jim Kriz,2011-09-19,CA-2011-159849,6
ES-140204,Erica Smith,2011-09-20,CA-2011-156433,10
HF-149954,Herbert Flentye,2011-09-21,CA-2011-153969,60
HF-149954,Herbert Flentye,2011-09-21,CA-2011-153969,78
HF-149954,Herbert Flentye,2011-09-21,CA-2011-153969,16
JD-160604,Julia Dunbar,2011-09-24,CA-2011-123344,212
SJ-205004,Shirley Jackson,2011-10-09,CA-2011-138240,145
DN-136904,Duane Noonan,2011-10-12,CA-2011-139451,15
DN-136904,Duane Noonan,2011-10-12,CA-2011-139451,21
RP-192704,Rachel Payne,2011-10-19,CA-2011-155264,19
SH-203954,Shahid Hopkins,2011-11-02,CA-2011-115889,363
JP-155204,Jeremy Pistek,2011-11-09,CA-2011-144666,93
JP-155204,Jeremy Pistek,2011-11-09,CA-2011-144666,341
SC-202604,Scott Cohen,2011-11-15,CA-2011-128622,11
TS-212054,Thomas Seio,2011-11-17,CA-2011-140662,241
DH-136754,Duane Huffman,2011-11-28,CA-2011-105249,41
DH-136754,Duane Huffman,2011-11-28,CA-2011-105249,7
SG-204704,Sheri Gordon,2011-11-28,CA-2011-159800,44
AH-102104,Alan Hwang,2011-11-29,CA-2011-153983,30
AJ-107954,Anthony Johnson,2011-12-29,CA-2011-110786,275
JL-151754,James Lanier,2012-01-05,CA-2012-158701,87
GA-145154,George Ashbrook,2012-04-17,CA-2012-155306,1448
GA-145154,George Ashbrook,2012-04-17,CA-2012-155306,6
KB-165854,Ken Black,2012-04-30,CA-2012-103716,35
PO-188504,Patrick O'Brill,2012-05-01,CA-2012-104486,37
PO-188504,Patrick O'Brill,2012-05-01,CA-2012-104486,35
LC-168704,Lena Cacioppo,2012-05-03,CA-2012-150770,9
HA-149204,Helen Andreada,2012-07-26,CA-2012-136735,168
DS-131804,David Smith,2012-08-21,CA-2012-130456,81
DB-131204,David Bremer,2012-09-03,CA-2012-130204,31
RH-195104,Rick Huthwaite,2012-09-27,CA-2012-167255,16
HG-149654,Henry Goldwyn,2012-09-28,CA-2012-169201,44
HG-149654,Henry Goldwyn,2012-09-28,CA-2012-169201,43
AA-103154,Alex Avila,2012-10-04,CA-2012-121391,27
TB-216254,Trudy Brown,2012-10-25,CA-2012-152891,60
NB-186554,Nona Balk,2012-10-29,CA-2012-110289,211
JM-161954,Justin MacKendrick,2012-11-05,CA-2012-145485,63
AJ-109454,Ashley Jarboe,2012-11-28,CA-2012-164497,45
AF-108704,Art Ferguson,2012-12-06,CA-2012-168634,8
MT-178154,Meg Tillman,2012-12-10,CA-2012-127502,6
AH-100304,Aaron Hawkins,2012-12-27,CA-2012-130113,323
SC-207254,Steven Cartwright,2013-01-30,CA-2013-153661,26
SC-207254,Steven Cartwright,2013-01-30,CA-2013-153661,305
TS-211604,Theresa Swint,2013-03-04,CA-2013-120005,25
DK-132254,Dean Katz,2013-03-13,CA-2013-127138,155
DK-132254,Dean Katz,2013-03-13,CA-2013-127138,31
DK-132254,Dean Katz,2013-03-13,CA-2013-127138,677
EH-137654,Edward Hooks,2013-03-14,CA-2013-136301,4913
BT-116804,Brian Thompson,2013-04-11,CA-2013-123358,114
BT-116804,Brian Thompson,2013-04-11,CA-2013-123358,580
BT-116804,Brian Thompson,2013-04-11,CA-2013-123358,151
SP-209204,Susan Pistek,2013-04-14,CA-2013-152800,6
EB-139304,Eric Barreto,2013-05-19,CA-2013-122728,104
PV-189854,Paul Van Hugh,2013-06-15,CA-2013-107216,7
PV-189854,Paul Van Hugh,2013-06-15,CA-2013-107216,9
RD-199004,Ruben Dartt,2013-06-24,CA-2013-140382,22
RD-199004,Ruben Dartt,2013-06-24,CA-2013-140382,94
AA-106454,Anna Andreadi,2013-07-05,CA-2013-147137,44
AA-106454,Anna Andreadi,2013-07-05,CA-2013-147137,28
